from	to	group_mass	formula_mass	mass_mass	HSIDs	mzincrement	RTincrement	gnps_cosine	gnps_mass	interaction
Cluster_1985	Cluster_0682	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_1985	Cluster_1537	C3H6	C3H6	42.04695019						MassDifference
Cluster_1985	Cluster_1806	Amination (+NH2)/CH4	NH2/CH4	16.01872407/16.03130013						MassDifference
Cluster_1985	Cluster_1807	Amination (+NH2)/CH4	NH2/CH4	16.01872407/16.03130013						MassDifference
Cluster_1985	Cluster_1815	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_1985	Cluster_1830	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1986	Cluster_1416	C4H8	C4H8	56.06260026						MassDifference
Cluster_1986	Cluster_1417	C4H8	C4H8	56.06260026						MassDifference
Cluster_1986	Cluster_1418	C4H8	C4H8	56.06260026						MassDifference
Cluster_1986	Cluster_1517	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_1986	Cluster_1518	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_1986	Cluster_1520	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_1986	Cluster_1521	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_1986	Cluster_1540	C3H6	C3H6	42.04695019						MassDifference
Cluster_1986	Cluster_1667	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_1986	Cluster_1669	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_1986	Cluster_1687	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_1986	Cluster_1808	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_1986	Cluster_1816	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_1987	Cluster_1701	C2H2	C2H2	26.01565006						MassDifference
Cluster_1987	Cluster_1702	C2H2	C2H2	26.01565006						MassDifference
Cluster_1987	Cluster_1719	C2	C2	24						MassDifference
Cluster_1989	Cluster_1546	C3H6	C3H6	42.04695019						MassDifference
Cluster_1989	Cluster_1677	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_1989	Cluster_1806	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_1989	Cluster_1807	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_1989	Cluster_1816	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_1989	Cluster_1830	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_1989	Cluster_1837	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1990	Cluster_1546	C3H6	C3H6	42.04695019						MassDifference
Cluster_1990	Cluster_1677	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_1990	Cluster_1806	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_1990	Cluster_1807	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_1990	Cluster_1816	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_1990	Cluster_1830	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_1990	Cluster_1837	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1997	Cluster_0692	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_1997	Cluster_1321	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_1997	Cluster_1322	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_1997	Cluster_1533	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_1997	Cluster_1534	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_1997	Cluster_1535	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_1997	Cluster_1537	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_1997	Cluster_1550	C3H6	C3H6	42.04695019						MassDifference
Cluster_1997	Cluster_1552	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_1997	Cluster_1553	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_1997	Cluster_1555	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_1997	Cluster_1698	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_1997	Cluster_1700	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_1997	Cluster_1713	C2H2	C2H2	26.01565006						MassDifference
Cluster_1997	Cluster_1738	C2	C2	24						MassDifference
Cluster_1997	Cluster_1739	C2	C2	24						MassDifference
Cluster_1997	Cluster_1800	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_1997	Cluster_1801	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_1997	Cluster_1812	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_1997	Cluster_1813	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_1997	Cluster_1823	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_1997	Cluster_1824	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_1997	Cluster_1825	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_1997	Cluster_1827	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_1997	Cluster_1834	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_1997	Cluster_1835	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_1997	Cluster_1842	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1997	Cluster_1843	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1997	Cluster_1861	C	C	12						MassDifference
Cluster_1997	Cluster_1979	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_2000	Cluster_0692	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_2000	Cluster_1321	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_2000	Cluster_1322	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_2000	Cluster_1535	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_2000	Cluster_1537	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_2000	Cluster_1550	C3H6	C3H6	42.04695019						MassDifference
Cluster_2000	Cluster_1555	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_2000	Cluster_1700	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_2000	Cluster_1713	C2H2	C2H2	26.01565006						MassDifference
Cluster_2000	Cluster_1738	C2	C2	24						MassDifference
Cluster_2000	Cluster_1739	C2	C2	24						MassDifference
Cluster_2000	Cluster_1800	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_2000	Cluster_1801	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_2000	Cluster_1812	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_2000	Cluster_1813	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_2000	Cluster_1823	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_2000	Cluster_1827	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_2000	Cluster_1834	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_2000	Cluster_1835	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_2000	Cluster_1842	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_2000	Cluster_1861	C	C	12						MassDifference
Cluster_2000	Cluster_1979	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_2001	Cluster_0693	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_2001	Cluster_1324	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_2001	Cluster_1325	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_2001	Cluster_1326	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_2001	Cluster_1374	C5H2	C5H2	62.01565006						MassDifference
Cluster_2001	Cluster_1431	C4H8	C4H8	56.06260026						MassDifference
Cluster_2001	Cluster_1432	C4H8	C4H8	56.06260026						MassDifference
Cluster_2001	Cluster_1537	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_2001	Cluster_1555	C3H6	C3H6	42.04695019						MassDifference
Cluster_2001	Cluster_1700	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_2001	Cluster_1715	C2H2	C2H2	26.01565006						MassDifference
Cluster_2001	Cluster_1806	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_2001	Cluster_1807	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_2001	Cluster_1827	CH4	CH4	16.03130013						MassDifference
Cluster_2001	Cluster_1828	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_2001	Cluster_1829	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_2001	Cluster_1830	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_2001	Cluster_1837	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_2001	Cluster_1847	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_2001	Cluster_1848	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_2001	Cluster_1849	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_2001	Cluster_1862	C	C	12						MassDifference
Cluster_2001	Cluster_1982	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_2001	Cluster_1983	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_2003	Cluster_1377	C5H2	C5H2	62.01565006						MassDifference
Cluster_2003	Cluster_1378	C5H2	C5H2	62.01565006						MassDifference
Cluster_2003	Cluster_1379	C5H2	C5H2	62.01565006						MassDifference
Cluster_2003	Cluster_1701	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_2003	Cluster_1702	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_2003	Cluster_1703	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_2003	Cluster_1719	C2H2	C2H2	26.01565006						MassDifference
Cluster_2003	Cluster_1987	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_2007	Cluster_0697	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_2007	Cluster_1545	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_2007	Cluster_1814	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_2007	Cluster_1842	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_2008	Cluster_1545	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_2008	Cluster_1842	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_2009	Cluster_0697	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_2009	Cluster_1333	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_2009	Cluster_1546	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_2009	Cluster_1547	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_2009	Cluster_1562	C3H6	C3H6	42.04695019						MassDifference
Cluster_2009	Cluster_1563	C3H6	C3H6	42.04695019						MassDifference
Cluster_2009	Cluster_1564	C3H6	C3H6	42.04695019						MassDifference
Cluster_2009	Cluster_1565	C3H6	C3H6	42.04695019						MassDifference
Cluster_2009	Cluster_1676	O2	O2	31.98982924						MassDifference
Cluster_2009	Cluster_1706	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_2009	Cluster_1707	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_2009	Cluster_1723	C2H2	C2H2	26.01565006						MassDifference
Cluster_2009	Cluster_1749	C2	C2	24						MassDifference
Cluster_2009	Cluster_1814	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_2009	Cluster_1823	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_2009	Cluster_1824	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_2009	Cluster_1825	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_2009	Cluster_1834	Amination (+NH2)/CH4	NH2/CH4	16.01872407/16.03130013						MassDifference
Cluster_2009	Cluster_1835	Amination (+NH2)/CH4	NH2/CH4	16.01872407/16.03130013						MassDifference
Cluster_2009	Cluster_1845	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_2009	Cluster_1846	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_2009	Cluster_1854	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_2009	Cluster_1855	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_2009	Cluster_1856	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_2009	Cluster_1857	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_2009	Cluster_1872	C	C	12						MassDifference
Cluster_2010	Cluster_1677	O2	O2	31.98982924						MassDifference
Cluster_2010	Cluster_1827	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_2010	Cluster_1837	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_2010	Cluster_1847	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_2010	Cluster_1848	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_2010	Cluster_1849	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_2010	Cluster_1858	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_2010	Cluster_1874	C	C	12						MassDifference
Cluster_2014	Cluster_1340	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_2014	Cluster_1341	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_2014	Cluster_1555	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_2014	Cluster_1556	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_2014	Cluster_1559	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_2014	Cluster_1580	C3H6	C3H6	42.04695019						MassDifference
Cluster_2014	Cluster_1585	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_2014	Cluster_1586	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_2014	Cluster_1587	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_2014	Cluster_1700	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_2014	Cluster_1713	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_2014	Cluster_1715	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_2014	Cluster_1738	C2H2	C2H2	26.01565006						MassDifference
Cluster_2014	Cluster_1739	C2H2	C2H2	26.01565006						MassDifference
Cluster_2014	Cluster_1740	C2H2	C2H2	26.01565006						MassDifference
Cluster_2014	Cluster_1741	C2H2	C2H2	26.01565006						MassDifference
Cluster_2014	Cluster_1827	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_2014	Cluster_1834	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_2014	Cluster_1835	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_2014	Cluster_1842	CH4	CH4	16.03130013						MassDifference
Cluster_2014	Cluster_1845	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_2014	Cluster_1846	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_2014	Cluster_1847	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_2014	Cluster_1848	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_2014	Cluster_1849	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_2014	Cluster_1855	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_2014	Cluster_1856	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_2014	Cluster_1857	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_2014	Cluster_1861	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_2014	Cluster_1884	C	C	12						MassDifference
Cluster_2014	Cluster_1885	C	C	12						MassDifference
Cluster_2014	Cluster_1997	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_2014	Cluster_2000	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_2015	Cluster_1340	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_2015	Cluster_1341	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_2015	Cluster_1555	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_2015	Cluster_1556	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_2015	Cluster_1580	C3H6	C3H6	42.04695019						MassDifference
Cluster_2015	Cluster_1585	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_2015	Cluster_1586	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_2015	Cluster_1700	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_2015	Cluster_1713	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_2015	Cluster_1715	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_2015	Cluster_1738	C2H2	C2H2	26.01565006						MassDifference
Cluster_2015	Cluster_1739	C2H2	C2H2	26.01565006						MassDifference
Cluster_2015	Cluster_1740	C2H2	C2H2	26.01565006						MassDifference
Cluster_2015	Cluster_1741	C2H2	C2H2	26.01565006						MassDifference
Cluster_2015	Cluster_1827	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_2015	Cluster_1834	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_2015	Cluster_1835	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_2015	Cluster_1842	CH4	CH4	16.03130013						MassDifference
Cluster_2015	Cluster_1845	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_2015	Cluster_1846	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_2015	Cluster_1847	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_2015	Cluster_1848	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_2015	Cluster_1849	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_2015	Cluster_1855	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_2015	Cluster_1856	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_2015	Cluster_1857	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_2015	Cluster_1861	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_2015	Cluster_1884	C	C	12						MassDifference
Cluster_2015	Cluster_1885	C	C	12						MassDifference
Cluster_2015	Cluster_1997	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_2015	Cluster_2000	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_2016	Cluster_1346	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_2016	Cluster_1394	C5H2	C5H2	62.01565006						MassDifference
Cluster_2016	Cluster_1396	C5H2	C5H2	62.01565006						MassDifference
Cluster_2016	Cluster_1448	C4H8	C4H8	56.06260026						MassDifference
Cluster_2016	Cluster_1585	C3H6	C3H6	42.04695019						MassDifference
Cluster_2016	Cluster_1586	C3H6	C3H6	42.04695019						MassDifference
Cluster_2016	Cluster_1715	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_2016	Cluster_1830	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_2016	Cluster_1837	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_2016	Cluster_1847	Amination (+NH2)/CH4	NH2/CH4	16.01872407/16.03130013						MassDifference
Cluster_2016	Cluster_1848	Amination (+NH2)/CH4	NH2/CH4	16.01872407/16.03130013						MassDifference
Cluster_2016	Cluster_1849	Amination (+NH2)/CH4	NH2/CH4	16.01872407/16.03130013						MassDifference
Cluster_2016	Cluster_1850	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_2016	Cluster_1862	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_2016	Cluster_2001	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_2018	Cluster_1591	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_2018	Cluster_1701	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_2018	Cluster_1702	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_2018	Cluster_1719	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_2018	Cluster_1743	C2H2	C2H2	26.01565006						MassDifference
Cluster_2019	Cluster_1591	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_2019	Cluster_1701	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_2019	Cluster_1702	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_2019	Cluster_1719	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_2019	Cluster_1743	C2H2	C2H2	26.01565006						MassDifference
Cluster_2021	Cluster_1591	C3H6	C3H6	42.04695019						MassDifference
Cluster_2021	Cluster_1703	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_2021	Cluster_1719	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_2021	Cluster_1721	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_2021	Cluster_2003	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_2022	Cluster_1704	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
