"","Row","m.z","RT","Annotation","formula","adduct","evidence","SIRIUS_molecularFormula","SIRIUS_adduct"
"107","Cluster_0107",136.8921616,16.9722034,"","",NA,NA,"",""
"108","Cluster_0108",137.025515,8.60141105,"","",NA,NA,"C7H6O3|C3H9NO3P|H6N6OS|C10H4N|C6H7N2P|C2H8N3O2S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"109","Cluster_0109",137.0244834,5.852126644,"","",NA,NA,"C7H6O3|CH7N4O2P|C3H9NO3P|C5H4N3O2","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"110","Cluster_0110",137.035898,0.847978984,"","",NA,NA,"C6H6N2O2|C2H9N3O2P|C4H11O3P|C4H4N5O|H7N6OP|CH8N5OS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"111","Cluster_0111",138.0562243,6.196570388,"","",NA,NA,"",""
"112","Cluster_0112",138.0562243,6.196570388,"","",NA,NA,"C7H9NO2|C3H12N2O2P|C2H11N4OS|C5H7N4O|H9N7S|CH10N5OP","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"113","Cluster_0113",139.1122087,10.98113067,"","",NA,NA,"",""
"114","Cluster_0114",141.0462127,10.07479923,"","",NA,NA,"C9H6N2|C7H11OP|C5H9N3P","[M - H]-|[M - H]-|[M - H]-"
"115","Cluster_0115",141.0562308,5.939501701,"","",NA,NA,"C7H10O3|C5H8N3O2","[M - H]-|[M - H]-"
"116","Cluster_0116",141.056169,7.117998649,"","",NA,NA,"C7H10O3|C5H8N3O2","[M - H]-|[M - H]-"
"117","Cluster_0117",142.0517642,2.301100663,"","",NA,NA,"C6H9NO3|C9H7N2","[M - H]-|[M - H]-"
"118","Cluster_0118",142.0517464,2.451709065,"","",NA,NA,"C6H9NO3|C9H7N2","[M - H]-|[M - H]-"
"119","Cluster_0119",143.0358604,5.72061404,"","",NA,NA,"C6H8O4|C7H4N4|C9H6NO|C3H7N5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"120","Cluster_0120",143.0358819,4.234717617,"","",NA,NA,"C6H8O4|C7H4N4|C9H6NO|C3H7N5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"121","Cluster_0121",144.045856,8.230343151,"","",NA,NA,"",""
"122","Cluster_0122",144.0460651,8.359445519,"","",NA,NA,"C9H7NO|C5H10N2OP|C7H5N4|C3H8N5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"123","Cluster_0123",144.067502,8.525211168,"","",NA,NA,"",""
"124","Cluster_0124",144.0460536,5.96051693,"","",NA,NA,"C9H7NO|C4H9N4S|C5H10N2OP|C3H8N5P|C7H5N4","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"125","Cluster_0125",144.0460562,6.095205045,"","",NA,NA,"C9H7NO|C5H10N2OP|C7H5N4|C3H8N5P|C4H9N4S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"126","Cluster_0126",144.0676974,5.286062623,"","",NA,NA,"C6H11NO3|C5H12N3P|C9H9N2","[M - H]-|[M - H]-|[M - H]-"
"127","Cluster_0127",144.067502,8.525211168,"","",NA,NA,"",""
"128","Cluster_0128",144.9239321,19.06822793,"","",NA,NA,"C4H2S3|C3O3P2|H5NPS3","[M - H]-|[M - H]-|[M - H]-"
"129","Cluster_0129",144.9239351,19.21803374,"","",NA,NA,"C4H2S3|C3O3P2|H5NPS3","[M - H]-|[M - H]-|[M - H]-"
"130","Cluster_0130",145.0504931,2.188377286,"","",NA,NA,"C6H10O4|C7H6N4|C4H8N3O3|C3H9N5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"131","Cluster_0131",145.0516041,2.303887466,"","",NA,NA,"C6H10O4|C7H6N4|C9H8NO|C3H9N5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"132","Cluster_0132",145.0518689,5.43093153,"","",NA,NA,"C6H10O4|C7H6N4|C9H8NO|C5H11N2OP|C3H9N5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"133","Cluster_0133",145.0483948,8.229687607,"","",NA,NA,"",""
"134","Cluster_0134",145.062182,1.594715217,"","",NA,NA,"C5H10N2O3|C3H8N5O2","[M - H]-|[M - H]-"
"135","Cluster_0135",145.08785,7.842282485,"","",NA,NA,"",""
"136","Cluster_0136",145.08785,7.842282485,"","",NA,NA,"",""
"137","Cluster_0137",146.0463564,0.851954998,"","",NA,NA,"C5H9NO4|C3H7N4O3|C6H5N5|C11H5B|C8H9BS|C3H11BN2P2|BH5N6O3|C7H8BNP|C2H8N6P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"138","Cluster_0138",146.082286,5.113845034,"","",NA,NA,"C6H13NO3|C4H11N4O2","[M - H]-|[M - H]-"
"139","Cluster_0139",147.0296781,1.502427191,"","",NA,NA,"C5H8O5|C3H6N3O4|C6H4N4O|C6H12S2|C4H2N7|H5N8P|C2H7N5OP|C5H11NPS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"140","Cluster_0140",147.0675404,1.9632867,"","",NA,NA,"C5H13N2OP|C7H8N4|C9H10NO|C6H12O4|C3H11N5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"141","Cluster_0141",147.0296651,0.985171635,"","",NA,NA,"C5H8O5|C6H4N4O|C2H7N5OP|C6H12S2|C3H6N3O4|C4H2N7|H5N8P|C5H11NPS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"142","Cluster_0142",147.0302005,1.139922964,"","",NA,NA,"C5H8O5|C6H4N4O|C2H7N5OP|C3H6N3O4|C6H12S2|C4H2N7|H5N8P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"143","Cluster_0143",147.0459014,7.629512839,"","",NA,NA,"C9H8O2|C5H11NO2P|C4H10N3OS|C2H8N6S|C3H9N4OP","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"144","Cluster_0144",147.0675866,2.080700571,"","",NA,NA,"C6H12O4|C9H10NO|C5H13N2OP|C7H8N4|C3H11N5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"145","Cluster_0145",147.06648,2.492987674,"","",NA,NA,"C6H12O4|C7H8N4|C4H10N3O3|C3H11N5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"146","Cluster_0146",147.0675365,4.9631816,"","",NA,NA,"C6H12O4|C7H8N4|C5H13N2OP|C9H10NO|C3H11N5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"147","Cluster_0147",147.066486,4.979377503,"","",NA,NA,"",""
"148","Cluster_0148",149.0477808,1.572061822,"","",NA,NA,"C6H6N4O|C8H8NO2|C2H9N5OP|C6H14S2|C4H11N2O2P|CH8N7S|H7N8P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"149","Cluster_0149",149.0281598,5.152777412,"","",NA,NA,"C5H10O3S|C5H12OP2|C7H7N2P|C3H8N3O2S|C11H4N|C3H10N3P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"150","Cluster_0150",151.0264338,1.2070507,"","",NA,NA,"C5H4N4O2|C4H8O6|C5H12OS2|C7H6NO3|C3H9N2O3P|CH7N5O2P|C3H2N7O|H6N7OS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"151","Cluster_0151",151.0244404,5.152682289,"","",NA,NA,"",""
"152","Cluster_0152",151.0403676,5.432537562,"","",NA,NA,"C8H8O3|C4H11NO3P|CH8N6OS|C2H9N4O2P|C6H6N3O2|C3H10N3O2S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"153","Cluster_0153",151.0284412,0.916147326,"","",NA,NA,"C7H6NO3|C10H4N2|C3H9N2O3P|C2H8N4O2S|CH7N5O2P|H6N7OS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"154","Cluster_0154",151.0403733,5.937587072,"","",NA,NA,"C8H8O3|C4H11NO3P|CH8N6OS|C2H9N4O2P|C6H6N3O2|C3H10N3O2S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"155","Cluster_0155",151.0403184,7.178182449,"","",NA,NA,"C8H8O3|C4H11NO3P|C2H9N4O2P|C6H6N3O2","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"156","Cluster_0156",152.0360772,2.247602629,"","",NA,NA,"C7H7NO3|C3H10N2O3P|CH8N5O2P|H7N7OS|C10H5N2|C2H9N4O2S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"157","Cluster_0157",153.0199889,6.502179643,"","",NA,NA,"C7H6O4|C8H2N4|C3H9NO4P|H6N6O2S|CH7N4O3P|C5H4N3O3|C2H8N3O3S|C4H5N5P|H8N6P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"158","Cluster_0158",155.1080454,9.065302427,"","",NA,NA,"C9H16O2|C7H14N3O","[M - H]-|[M - H]-"
"159","Cluster_0159",155.8661583,20.09338893,"","",NA,NA,"",""
"160","Cluster_0160",156.0675693,4.604186264,"","",NA,NA,"C7H11NO3|C10H9N2","[M - H]-|[M - H]-"
"161","Cluster_0161",156.0676761,4.709110347,"","",NA,NA,"C7H11NO3|C6H12N3P|C10H9N2","[M - H]-|[M - H]-|[M - H]-"
"162","Cluster_0162",156.0676896,5.587398652,"","",NA,NA,"C7H11NO3|C6H12N3P|C10H9N2","[M - H]-|[M - H]-|[M - H]-"
"163","Cluster_0163",156.8661873,19.90188854,"","",NA,NA,"",""
"164","Cluster_0164",157.0377373,0.80081146,"","",NA,NA,"C4H6N4O3|C6H8NO4|H9N5O3P|C7H4N5|C3H7N6P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"165","Cluster_0165",157.0377851,0.95420561,"","",NA,NA,"",""
"166","Cluster_0166",158.0803102,5.594745067,"","",NA,NA,"",""
"167","Cluster_0167",158.0824003,4.785890893,"","",NA,NA,"",""
"168","Cluster_0168",158.0824003,4.785890893,"","",NA,NA,"C7H13NO3|C5H11N4O2","[M - H]-|[M - H]-"
"169","Cluster_0169",158.0803102,5.594745067,"","",NA,NA,"",""
"170","Cluster_0170",158.0823586,5.872292315,"","",NA,NA,"C7H13NO3|C5H11N4O2","[M - H]-|[M - H]-"
"171","Cluster_0171",158.8476877,0.79620126,"","",NA,NA,"",""
"172","Cluster_0172",158.9257998,1.9632867,"","",NA,NA,"CH4O3S3|O8S|H2O6P2|C3HN2PS2|CH6OP2S2|C4H2NS3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"173","Cluster_0173",158.9258434,1.980491647,"","",NA,NA,"CH4O3S3|O8S|H2O6P2|C3HN2PS2|CH6OP2S2|C4H2NS3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"174","Cluster_0174",159.0302374,7.968636128,"","",NA,NA,"C6H8O5|C4H6N3O4|C7H4N4O|C7H12S2|C5H2N7|C3H7N5OP|CH5N8P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"175","Cluster_0175",159.0662605,6.4582553,"","",NA,NA,"C7H12O4|C8H8N4|C5H10N3O3|C4H11N5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"176","Cluster_0176",159.0662777,6.477744997,"","",NA,NA,"",""
"177","Cluster_0177",160.0415496,8.297571855,"","",NA,NA,"C9H7NO2|C5H10N2O2P|C2H7N7S|C4H9N4OS","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"178","Cluster_0178",160.0600182,1.234490435,"","",NA,NA,"C6H11NO4|C4H9N4O3|C2H7N7O2","[M - H]-|[M - H]-|[M - H]-"
"179","Cluster_0179",160.84237,1.0872823,"","",NA,NA,"",""
"180","Cluster_0180",160.8422752,0.796239121,"","",NA,NA,"",""
"181","Cluster_0181",160.8423645,0.885420314,"","",NA,NA,"",""
"182","Cluster_0182",160.842278,6.42915342,"","",NA,NA,"",""
"183","Cluster_0183",160.8438517,12.87718515,"","",NA,NA,"",""
"184","Cluster_0184",160.8422439,7.951799235,"","",NA,NA,"",""
"185","Cluster_0185",160.8421419,12.36478447,"","",NA,NA,"",""
"186","Cluster_0186",160.8422563,12.59507228,"","",NA,NA,"",""
"187","Cluster_0187",160.8421504,7.2036953,"","",NA,NA,"",""
"188","Cluster_0188",160.8423206,5.750941276,"","",NA,NA,"",""
"189","Cluster_0189",160.8435797,11.707289,"","",NA,NA,"",""
"190","Cluster_0190",160.8418211,11.83249888,"","",NA,NA,"",""
"191","Cluster_0191",160.8422008,11.9056425,"","",NA,NA,"",""
"192","Cluster_0192",160.8423449,2.236542018,"","",NA,NA,"",""
"193","Cluster_0193",160.843528,2.577177406,"","",NA,NA,"",""
"194","Cluster_0194",160.8418594,8.691065041,"","",NA,NA,"",""
"195","Cluster_0195",160.8421117,8.961227742,"","",NA,NA,"",""
"196","Cluster_0196",160.8424481,9.072772739,"","",NA,NA,"",""
"197","Cluster_0197",160.8419557,11.63630917,"","",NA,NA,"",""
"198","Cluster_0198",160.8421258,11.67843319,"","",NA,NA,"",""
"199","Cluster_0199",160.8422891,4.707812311,"","",NA,NA,"",""
"200","Cluster_0200",160.8423722,5.040232558,"","",NA,NA,"",""
"201","Cluster_0201",160.8435483,5.200617039,"","",NA,NA,"",""
"202","Cluster_0202",160.8421874,5.349024332,"","",NA,NA,"",""
"203","Cluster_0203",160.8422552,5.59918942,"","",NA,NA,"",""
"204","Cluster_0204",160.8438466,10.42716159,"","",NA,NA,"",""
"205","Cluster_0205",160.8421873,10.5870206,"","",NA,NA,"",""
"206","Cluster_0206",160.8420442,10.66397662,"","",NA,NA,"",""
"207","Cluster_0207",160.8418946,11.1901599,"","",NA,NA,"",""
"208","Cluster_0208",160.8422951,11.35683048,"","",NA,NA,"",""
"209","Cluster_0209",160.8422104,10.13565853,"","",NA,NA,"",""
"210","Cluster_0210",160.8420113,14.55469875,"","",NA,NA,"",""
"211","Cluster_0211",160.8437205,2.197400202,"","",NA,NA,"",""
"212","Cluster_0212",160.8421233,9.58578216,"","",NA,NA,"",""
"213","Cluster_0213",160.8422481,9.799638654,"","",NA,NA,"",""
"214","Cluster_0214",160.8422068,1.9557991,"","",NA,NA,"",""
"215","Cluster_0215",160.8437205,2.197400202,"","",NA,NA,"",""
"216","Cluster_0216",160.93615,18.82872107,"","",NA,NA,"C3H3NOP3|C4H2O3S2|C7OP2|H5NO3PS2|C2N3O2S2|C3HNO3PS|C2H2N3P2S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"217","Cluster_0217",160.9360985,19.06650716,"","",NA,NA,"C3H3NOP3|C4H2O3S2|C7OP2|H5NO3PS2|C2N3O2S2|CHN4P3|C3HNO3PS|C2H2N3P2S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"218","Cluster_0218",160.9359874,19.21761824,"","",NA,NA,"C3H3NOP3|C4H2O3S2|C7OP2|H5NO3PS2|C2N3O2S2|C3HNO3PS|CHN4P3|C2H2N3P2S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"219","Cluster_0219",161.0463064,2.7044254,"","",NA,NA,"",""
"220","Cluster_0220",161.0362198,11.40181923,"","",NA,NA,"C8H6N2O2|C6H11O3P|C4H9N3O2P|C6H4N5O|CH6N8S|C3H8N5OS|C2H7N6OP","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"221","Cluster_0221",161.0461135,1.818564222,"","",NA,NA,"C6H10O5|C7H6N4O|C4H8N3O4|C3H9N5OP|C5H4N7|CH7N8P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"222","Cluster_0222",161.0456756,2.055482748,"","",NA,NA,"",""
"223","Cluster_0223",161.0822334,5.503230471,"","",NA,NA,"C7H14O4|C8H10N4|C5H12N3O3|C4H13N5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"224","Cluster_0224",162.0238452,6.929655328,"","",NA,NA,"C5H9NO3S|C5H11NOP2|C7H6N3P|C3H9N4P2|C8H7N2S|C11H3N2|C9H8OP|H3N8O3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"225","Cluster_0225",162.0237478,2.529200018,"","",NA,NA,"C5H9NO3S|C5H11NOP2|C7H6N3P|C11H3N2|C8H7N2S|C9H8OP|C3H9N4P2|H3N8O3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"226","Cluster_0226",162.0424122,1.386396773,"","",NA,NA,"C6H5N5O|C8H7N2O2|C4H10N3O2P|C5H9NO5|C6H13NS2|C2H8N6OP|C4H3N8|H6N9P|CH7N8S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"227","Cluster_0227",164.0582323,1.39291686,"","",NA,NA,"C6H7N5O|C8H9N2O2|C2H10N6OP|C4H12N3O2P|C5H11NO5|C6H15NS2|C4H5N8|CH9N8S|H8N9P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"228","Cluster_0228",164.0362575,7.853380774,"","",NA,NA,"C8H7NO3|C4H10N2O3P|C11H5N2|C2H8N5O2P","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"229","Cluster_0229",164.0720399,7.261386994,"","",NA,NA,"C9H11NO2|C5H14N2O2P|C2H11N7S|C7H9N4O|C3H12N5OP|C4H13N4OS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"230","Cluster_0230",164.0719781,3.707262841,"","",NA,NA,"C9H11NO2|C5H14N2O2P|C2H11N7S|C7H9N4O|C3H12N5OP|C4H13N4OS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"231","Cluster_0231",164.0719222,3.902408062,"","",NA,NA,"C9H11NO2|C5H14N2O2P|C2H11N7S|C3H12N5OP|C7H9N4O|C4H13N4OS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"232","Cluster_0232",164.8363306,0.795938026,"","",NA,NA,"",""
"233","Cluster_0233",164.836436,0.885371789,"","",NA,NA,"",""
"234","Cluster_0234",164.8363943,1.090699097,"","",NA,NA,"",""
"235","Cluster_0235",164.8363946,6.8149896,"","",NA,NA,"",""
"236","Cluster_0236",165.0199791,6.452201392,"","",NA,NA,"C8H6O4|C4H9NO4P|CH6N6O2S|C9H2N4|C2H7N4O3P|C6H4N3O3|C3H8N3O3S|CH8N6P2|C5H5N5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"237","Cluster_0237",165.0236205,0.851566097,"","",NA,NA,"",""
"238","Cluster_0238",165.0236055,1.125641474,"","",NA,NA,"C5H10O4S|C6H6N4S|C5H12O2P2|C7H7N2OP|C11H4NO|C8H8NOS|C3H10N3OP2|H4N7O4|C2H9N5PS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"239","Cluster_0239",165.0221668,1.608207125,"","",NA,NA,"C5H10O4S|C3H8N3O3S|C6H6N4S|C5H12O2P2|C7H7N2OP|C9H2N4|C11H4NO|C3H10N3OP2|CH8N6P2|C5H5N5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"240","Cluster_0240",165.0561812,7.629755135,"","",NA,NA,"C9H10O3|C5H13NO3P|C3H11N4O2P|C7H8N3O2","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"241","Cluster_0241",166.0517934,9.28111805,"","",NA,NA,"C8H9NO3|C4H12N2O3P|CH9N7OS|C3H11N4O2S|C2H10N5O2P|C11H7N2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"242","Cluster_0242",167.0355013,1.714013957,"","",NA,NA,"C8H8O4|C4H11NO4P|C6H6N3O3|CH8N6O2S|C2H9N4O3P|C9H4N4|C3H10N3O3S|C5H7N5P|CH10N6P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"243","Cluster_0243",168.0676916,1.25326717,"","",NA,NA,"C8H11NO3|C4H14N2O3P|CH11N7OS|C3H13N4O2S|C7H12N3P|C11H9N2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"244","Cluster_0244",168.0377676,1.7148015,"","",NA,NA,"",""
"245","Cluster_0245",169.0875964,6.423338225,"","",NA,NA,"",""
"246","Cluster_0246",169.1237802,10.17361598,"","",NA,NA,"C10H18O2|C8H16N3O","[M - H]-|[M - H]-"
"247","Cluster_0247",169.1235125,10.64351372,"","",NA,NA,"C10H18O2|C8H16N3O","[M - H]-|[M - H]-"
"248","Cluster_0248",169.123832,14.16741066,"","",NA,NA,"C10H18O2|C8H16N3O","[M - H]-|[M - H]-"
"249","Cluster_0249",169.1235869,14.35369117,"","",NA,NA,"C10H18O2|C8H16N3O","[M - H]-|[M - H]-"
"250","Cluster_0250",169.1235896,14.4499694,"","",NA,NA,"C10H18O2|C8H16N3O","[M - H]-|[M - H]-"
"251","Cluster_0251",169.1237699,14.78674148,"","",NA,NA,"C10H18O2|C8H16N3O","[M - H]-|[M - H]-"
"252","Cluster_0252",169.1236788,16.54693316,"","",NA,NA,"C10H18O2|C8H16N3O","[M - H]-|[M - H]-"
"253","Cluster_0253",169.1236915,14.95133374,"","",NA,NA,"C10H18O2|C8H16N3O","[M - H]-|[M - H]-"
"254","Cluster_0254",169.1237508,12.83308989,"","",NA,NA,"C10H18O2|C8H16N3O","[M - H]-|[M - H]-"
"255","Cluster_0255",169.1237349,13.12088488,"","",NA,NA,"C10H18O2|C8H16N3O","[M - H]-|[M - H]-"
"256","Cluster_0256",171.1024953,8.082188487,"","",NA,NA,"C9H16O3|C7H14N3O2","[M - H]-|[M - H]-"
"257","Cluster_0257",172.0983214,6.846514263,"","",NA,NA,"C8H15NO3|C6H13N4O2","[M - H]-|[M - H]-"
"258","Cluster_0258",172.0982981,7.189611804,"","",NA,NA,"C8H15NO3|C6H13N4O2","[M - H]-|[M - H]-"
"259","Cluster_0259",172.0983189,7.403180501,"","",NA,NA,"C8H15NO3|C6H13N4O2","[M - H]-|[M - H]-"
"260","Cluster_0260",172.831664,0.793137504,"","",NA,NA,"",""
"261","Cluster_0261",173.0822908,1.409592426,"","",NA,NA,"C8H14O4|C6H12N3O3|C9H10N4|C5H13N5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"262","Cluster_0262",173.0820359,7.531647376,"","",NA,NA,"",""
"263","Cluster_0263",173.0821874,7.709420908,"","",NA,NA,"C9H10N4|C8H14O4|C5H13N5P|C6H12N3O3","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"264","Cluster_0264",173.0822882,5.549277646,"","",NA,NA,"C8H14O4|C6H12N3O3|C9H10N4|C5H13N5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"265","Cluster_0265",173.0820359,7.531647376,"","",NA,NA,"",""
"266","Cluster_0266",173.0821874,7.709420908,"","",NA,NA,"",""
"267","Cluster_0267",173.0938534,6.755722985,"","",NA,NA,"C7H14N2O3|C10H12N3","[M - H]-|[M - H]-"
"268","Cluster_0268",174.0415718,0.95420561,"","",NA,NA,"",""
"269","Cluster_0269",174.0416144,1.143096961,"","",NA,NA,"",""
"270","Cluster_0270",174.041645,0.919620111,"","",NA,NA,"C6H9NO5|C7H5N5O|C9H7N2O2|C7H13NS2|C5H3N8|C3H8N6OP|CH6N9P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"271","Cluster_0271",174.0416144,1.143096961,"","",NA,NA,"",""
"272","Cluster_0272",174.0563585,7.789254922,"","",NA,NA,"",""
"273","Cluster_0273",174.8295727,0.793547404,"","",NA,NA,"",""
"274","Cluster_0274",175.0622372,5.697585175,"","",NA,NA,"C7H12O5|C6H13N2O2P|C8H8N4O|C10H10NO2|C8H16S2|C6H6N7|C4H11N5OP|C2H9N8P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"275","Cluster_0275",175.0981231,6.002828963,"","",NA,NA,"C8H14O4|C11H12NO|C9H10N4|C7H15N2OP|C5H13N5P","[M]+|[M]+|[M]+|[M]+|[M]+"
"276","Cluster_0276",175.0618621,6.161925419,"","",NA,NA,"C7H12O5|C8H8N4O|C6H6N7|C4H11N5OP|C2H9N8P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"277","Cluster_0277",175.0622372,5.697585175,"","",NA,NA,"",""
"278","Cluster_0278",176.03968,5.288861044,"","",NA,NA,"C6H11NO3S|C6H13NOP2|C8H8N3P|C12H5N2|C5H12N3PS|C9H9N2S|C10H10OP|C4H11N4P2|CH5N8O3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"279","Cluster_0279",178.0518314,8.197270914,"","",NA,NA,"C9H9NO3|C5H12N2O3P|C2H9N7OS|C3H10N5O2P|C12H7N2|C4H11N4O2S|H7N10S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"280","Cluster_0280",178.0517423,6.530865446,"","",NA,NA,"",""
"281","Cluster_0281",178.0517423,6.530865446,"","",NA,NA,"",""
"282","Cluster_0282",179.0219067,1.195094289,"","",NA,NA,"C4H7N2O4P|C8H4NO4|C6H2N4O3|C3H6N4O3S|CH4N7O2S|C5H3N6P|C6H12P2S|C2H5N5O3P|C9N5|CH6N7P2","[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+"
"283","Cluster_0283",179.0358748,8.953843111,"","",NA,NA,"C9H8O4|C5H11NO4P|C2H8N6O2S|C3H9N4O3P|C10H4N4|C12H6NO|C4H10N3O3S|H6N9OS|C2H10N6P2|C6H7N5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"284","Cluster_0284",179.0564262,0.841209071,"","",NA,NA,"C6H12O6|C7H8N4O2|C4H10N3O5|C7H16OS2|C5H6N7O|C3H11N5O2P|C3H4N10|CH9N8OP|C5H14N3S2|H8N10S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"285","Cluster_0285",179.071536,8.346188922,"","",NA,NA,"C10H12O3|C6H15NO3P|C4H13N4O2P|C8H10N3O2|C3H12N6OS|C5H14N3O2S|CH10N9S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
